"Gene","U2OS_KO_1","U2OS_KO_2","U2OS_KO_3","U2OS_WT_1","U2OS_WT_2","U2OS_WT_3"
"H1.X",-0.666191761461398,-1.02133970913038,-0.973901950306127,0.976312314710727,1.1520491793707,0.533071926816474
"H1-1",1.26598610978186,0.680754929462473,0.685571793524221,-1.18846423414044,-0.789179737996457,-0.654668860631639
"H1-2",-0.711018808377787,-1.02700312662584,-0.979742593307972,0.888777013327773,1.00749654908645,0.821490965897381
"H1-4",-0.307800584972863,-0.908137835295849,-1.36029246314823,0.771380167601688,0.845952043244711,0.958898672570542
"H1-0",-0.832565805906536,-0.94067815122249,-0.962412965917217,0.900102270830501,0.939055708243522,0.896498943972215
